Discussion ID A,Argument ID A,Discussion ID B,Argument ID B,Comparison
32593,18,3539,9,B
26959,1,10872,6,A
23789,8,13892,2,A
33502,16,4472,5,B
26528,1,23533,3,A
10958,1,30330,23,B
23789,8,20786,3,A
14510,6,4472,5,A
17099,18,28902,6,A
30330,10,43107,4,A
22423,3,3539,14,Tie
26528,1,30330,9,B
13892,7,43107,5,Tie
19867,3,23533,4,A
40069,4,30330,9,B
17099,18,34949,84,A
43107,4,8542,1,B
28902,6,34949,49,Tie
23533,3,10958,1,B
10872,6,32593,10,Tie
3539,9,40747,9,A
37104,7,7705,6,B
10958,1,32725,4,B
39438,2,4966,7,Tie
25366,6,33502,5,A
26959,1,3539,8,Tie
40165,3,37104,7,A
13892,7,23533,3,Tie
13892,2,30330,10,B
34949,69,34949,49,A
27961,7,25366,6,B
33502,30,7705,6,B
43944,1,3539,11,B
13892,7,20786,5,A
43944,1,7705,6,A
32593,14,43342,1,A
42760,11,29365,5,B
20182,6,4425,32,Tie
20182,5,20182,6,Tie
519,3,42549,6,A
7807,3,14005,2,A
519,3,42549,21,A
20182,5,519,3,Tie
36962,2,29365,8,A
42703,1,24511,51,B
24511,50,20182,8,A
24511,39,20182,12,A
42760,6,18442,2,B
8659,5,18442,2,B
42549,14,7807,6,A
7807,3,24511,50,B
29365,5,42549,1,A
24511,55,36962,1,A
42549,3,42549,1,Tie
29365,5,20182,4,Tie
34769,6,42760,6,Tie
3464,3,24511,52,B
36962,2,38660,5,B
24511,52,34769,6,A
38660,5,519,5,A
24511,46,42549,19,A
42703,1,24511,52,B
42760,11,24511,25,A
42760,11,29365,8,B
36962,1,29365,8,B
29365,8,24511,25,A
38660,5,20182,6,A
24511,49,36962,1,A
38660,5,29365,5,A
29365,5,519,2,A
3464,4,18442,5,B
29365,8,29365,5,A
24511,46,36962,3,A
42549,4,42760,6,Tie
3464,1,29365,8,Tie
28554,1,18442,2,B
42703,6,4425,25,B
3464,3,24511,49,Tie
24511,55,7807,6,A
42549,4,29365,5,A
36962,2,24511,44,Tie
42549,20,20182,12,B
33833,4,20182,8,A
34769,6,42549,4,B
33833,4,42549,20,A
519,5,4425,25,A
14005,2,24511,46,A
42549,4,42549,3,A
519,1,42549,21,A
42549,20,24511,49,B
42549,14,24511,55,A
24511,54,42549,4,A
42549,24,24511,49,A
42549,1,3464,4,B
7807,3,42549,20,B
519,5,4425,32,A
42703,1,24511,54,A
24511,52,36962,2,Tie
20182,12,24511,54,B
38038,1,24511,50,A
24511,44,42549,1,B
24511,52,7807,6,A
24511,54,42760,11,A
24511,25,18442,2,Tie
33833,4,24511,46,B
18442,1,24511,39,B
42549,24,42703,1,A
24511,52,3464,1,A
24511,39,24511,52,B
42549,2,24511,50,B
36962,2,24511,25,A
42703,1,20182,12,A
18442,1,24511,49,B
24511,51,42549,16,A
36962,4,3464,3,B
24511,46,24511,39,A
3464,3,20182,12,A
24511,46,24511,52,B
519,1,519,5,B
34769,6,24511,25,B
519,3,3464,4,B
42549,14,24511,54,B
24511,55,3464,1,B
42549,18,42549,1,A
24511,46,24511,54,A
28554,1,24511,25,B
28554,1,8659,5,B
42703,6,18442,5,B
42549,14,3464,1,A
42549,6,38038,2,B
24511,51,28554,1,Tie
24511,52,42549,16,A
3464,1,36962,2,Tie
24511,39,42549,19,A
34769,6,8659,5,B
42549,18,20182,5,A
42549,16,42760,6,A
42549,4,24511,44,A
519,1,519,3,B
42549,14,34769,6,A
7807,6,36962,2,A
42549,6,24511,50,B
24511,55,42549,16,A
36962,4,42703,1,B
42549,3,519,1,A
24511,49,3464,1,A
42549,1,42549,2,A
42549,24,36962,3,A
8659,5,42549,18,B
24511,51,34769,6,A
42703,6,4425,32,B
4425,25,4425,32,Tie
24511,51,29365,8,A
42703,1,42549,19,B
24511,54,3464,1,A
24511,39,7807,6,Tie
36962,4,24511,50,A
42760,11,8659,5,A
38038,1,38038,2,A
42549,3,20182,6,A
42549,19,24511,51,A
42549,7,42549,6,B
38660,5,18442,2,A
42549,6,4425,25,Tie
24511,39,3464,1,B
24511,54,42549,16,A
20182,6,42549,21,B
42549,7,42703,6,Tie
33833,4,20182,12,B
24511,54,7807,6,A
20182,12,24511,52,B
24511,39,24511,55,A
33833,4,38038,2,Tie
34769,6,42760,11,A
24511,54,24511,55,Tie
42549,24,20182,8,A
3464,3,3464,1,Tie
42549,2,20182,8,B
42549,19,42549,14,Tie
42703,1,3464,1,A
24511,51,36962,1,A
38660,5,42549,18,B
7807,6,8659,5,B
4425,25,18442,5,B
24511,39,36962,1,A
8659,5,42760,6,B
24511,55,42760,11,A
33833,4,36962,3,A
519,2,42549,1,B
24511,25,42549,18,B
42549,14,42549,16,Tie
20182,12,42549,14,B
29365,5,42760,6,B
519,1,20182,6,A
36962,4,36962,3,Tie
42549,6,4425,32,A
42549,6,42549,21,B
33833,4,14005,2,B
20182,4,20182,5,Tie
519,1,20182,5,B
24511,55,36962,2,A
24511,44,42549,18,B
42549,1,42549,21,B
519,1,42549,6,B
4425,32,18442,5,Tie
42549,20,24511,50,B
24511,25,20182,5,Tie
42760,6,519,1,Tie
29365,8,18442,2,B
36962,3,24511,54,Tie
42549,14,29365,8,A
24511,54,34769,6,Tie
42549,1,4425,32,A
42549,24,42549,19,A
42549,7,42549,21,B
24511,49,24511,52,A
519,1,3464,4,Tie
20182,4,42549,2,B
24511,25,42549,1,B
42549,14,24511,51,Tie
33833,4,36962,4,B
36962,1,7807,6,B
3464,4,4425,25,A
38660,5,42760,6,A
519,3,42703,6,Tie
7807,3,20182,12,A
7807,3,36962,4,Tie
24511,25,20182,4,A
38038,1,24511,49,Tie
42549,7,3464,4,A
29365,8,24511,44,Tie
20182,4,42549,21,B
3464,3,24511,54,A
24511,44,42549,3,A
42549,21,24511,50,A
42760,11,42549,3,A
24511,54,24511,51,B
519,5,42703,6,B
20182,6,42549,1,A
38038,1,36962,4,Tie
36962,2,42549,16,B
7807,3,18442,5,B
24511,25,20182,6,B
24511,49,42549,19,B
20182,5,4425,32,Tie
7807,3,42549,19,A
24511,51,24511,55,Tie
7807,3,24511,49,B
42549,16,24511,44,A
18442,1,20182,8,Tie
38660,5,24511,44,Tie
29365,5,20182,6,A
519,3,18442,5,A
38038,2,20182,8,A
29365,8,8659,5,B
36962,2,42760,6,A
3464,3,42549,19,B
24511,46,20182,12,A
42760,11,42549,4,A
24511,39,24511,54,B
36962,3,36962,1,Tie
7807,3,24511,46,Tie
3464,3,24511,51,A
36962,3,42549,14,B
42703,6,42549,6,A
42760,11,42549,18,B
24511,54,29365,8,B
14005,2,24511,50,B
42549,24,24511,50,A
42760,11,42549,16,A
42549,3,519,2,B
42549,16,24511,25,A
24511,46,3464,1,A
24511,52,28554,1,B
42549,24,36962,4,B
519,2,42703,6,A
42549,20,38038,2,B
3464,1,42549,16,B
29365,5,18442,2,A
3464,3,24511,55,A
519,1,4425,32,B
42549,24,24511,39,B
42549,14,42549,4,B
18442,1,24511,50,B
42549,16,29365,5,A
42549,16,42549,18,Tie
24511,44,20182,4,B
34769,6,24511,44,B
36962,2,29365,5,A
42549,7,519,3,B
34769,6,29365,8,A
519,2,42549,7,B
29365,5,20182,5,A
3464,4,24511,50,B
24511,54,28554,1,B
24511,50,38038,2,Tie
36962,2,42760,11,A
38038,1,3464,3,A
42549,20,18442,5,B
3464,4,20182,8,A
7807,6,42760,11,A
519,1,42549,1,A
24511,52,8659,5,B
519,2,20182,6,A
519,2,3464,4,B
42760,6,24511,44,B
42549,2,42549,6,A
33833,4,3464,3,Tie
42549,24,3464,3,Tie
24511,51,42549,4,A
519,5,42549,1,Tie
42760,6,42549,7,Tie
42549,18,519,1,B
18442,1,38038,1,B
519,5,20182,4,A
42549,18,519,5,Tie
24511,46,3464,3,B
29365,8,38660,5,B
24511,51,42760,11,A
36962,1,42549,16,B
38038,1,42549,24,A
42549,19,3464,1,A
24511,49,42549,14,B
29365,5,24511,25,B
42549,14,42760,11,Tie
7807,3,20182,8,Tie
24511,51,8659,5,A
24511,52,24511,55,B
519,5,3464,4,Tie
42549,7,42549,2,B
24511,54,24511,52,B
4425,32,42549,21,B
18442,1,33833,4,B
38660,5,42549,7,Tie
18442,5,20182,8,A
519,2,42549,2,A
38660,5,20182,5,A
42549,3,20182,5,A
42549,20,3464,3,B
4425,25,24511,50,Tie
8659,5,24511,44,A
42703,1,24511,55,B
42549,20,20182,8,A
38038,1,20182,12,B
38038,1,18442,5,A
18442,5,38038,2,Tie
42549,3,42549,7,Tie
24511,54,36962,1,Tie
3464,3,36962,3,B
8659,5,42549,3,B
14005,2,24511,49,B
519,5,42549,2,A
42549,2,4425,25,A
42760,11,24511,44,A
519,2,519,3,B
24511,25,519,1,A
3464,3,36962,1,A
29365,8,42549,18,Tie
3464,1,42760,11,Tie
18442,1,18442,5,A
519,5,42549,7,B
24511,49,24511,39,A
3464,1,42549,4,A
3464,3,42703,1,A
28554,1,29365,5,Tie
24511,46,7807,6,B
42760,11,28554,1,B
42549,6,18442,5,B
42760,6,519,5,A
42549,4,29365,8,A
7807,6,42549,16,B
28554,1,42760,6,Tie
3464,1,34769,6,B
24511,52,42549,4,A
42760,6,42549,3,A
7807,3,42703,1,B
24511,46,42703,1,A
24511,49,7807,6,B
3464,1,8659,5,B
36962,4,14005,2,B
24511,49,42703,1,Tie
20182,4,4425,25,A
36962,3,24511,51,B
42549,1,42703,6,B
42549,16,18442,2,A
42703,1,36962,1,A
20182,4,42549,1,B
28554,1,42549,3,A
33833,4,42549,19,Tie
42549,14,36962,2,A
42549,4,42549,18,B
24511,55,29365,8,Tie
29365,8,42549,3,A
7807,3,36962,3,B
24511,49,24511,55,A
20182,4,4425,32,Tie
7807,6,29365,8,A
18442,2,20182,6,B
42549,24,24511,46,A
519,2,519,5,B
24511,46,24511,51,A
42549,18,42549,7,A
3464,4,38038,2,B
38660,5,20182,4,A
8659,5,24511,25,A
14005,2,20182,12,A
42549,1,4425,25,B
24511,25,519,5,A
20182,5,42549,7,A
42549,2,3464,4,B
18442,1,20182,12,A
29365,5,24511,44,A
36962,1,34769,6,B
24511,44,20182,6,B
20182,4,42549,7,B
28554,1,29365,8,B
20182,5,42549,6,A
36962,1,36962,2,A
38038,1,42549,20,A
42549,1,519,3,A
519,3,38038,2,Tie
519,1,20182,4,A
33833,4,18442,5,A
519,1,4425,25,Tie
519,3,4425,25,Tie
20182,6,42549,6,B
20182,4,20182,6,Tie
29365,5,519,1,A
42549,3,20182,4,Tie
42760,6,24511,25,A
36962,2,28554,1,Tie
4425,25,42549,21,B
42703,1,24511,39,B
42760,6,20182,4,A
18442,2,20182,4,Tie
42549,19,24511,55,B
18442,1,3464,3,A
7807,6,28554,1,B
36962,4,38038,2,A
42549,7,4425,32,A
38660,5,519,2,B
29365,5,519,5,A
24511,51,36962,2,A
519,3,20182,8,B
24511,44,42549,7,A
24511,52,42760,11,B
24511,25,24511,44,A
24511,54,36962,2,Tie
36962,3,42549,19,B
18442,1,14005,2,Tie
18442,5,24511,50,B
36962,2,42549,4,A
42549,3,519,5,Tie
28554,1,42549,18,B
519,2,4425,32,Tie
42549,24,18442,5,Tie
42549,16,8659,5,B
34769,6,42549,18,B
519,5,20182,6,A
24511,55,34769,6,A
18442,1,7807,3,Tie
42703,1,36962,3,A
42549,2,42703,6,A
7807,6,3464,1,A
519,1,519,2,Tie
42549,24,7807,3,B
519,1,42703,6,Tie
36962,3,24511,39,B
42549,24,20182,12,B
42549,19,36962,1,Tie
36962,3,20182,12,A
519,3,24511,50,B
36962,2,8659,5,B
42549,14,24511,52,B
33833,4,24511,49,B
20182,4,519,3,A
29365,8,42549,16,B
20182,12,24511,55,B
38038,1,36962,3,Tie
34769,6,29365,5,Tie
20182,5,42703,6,Tie
42760,6,519,2,A
20182,6,519,3,A
14005,2,38038,2,A
519,1,42549,7,A
42549,19,24511,54,A
24511,51,24511,52,B
42703,6,42549,21,A
36962,4,18442,5,B
29365,5,42549,3,A
42703,1,42549,14,A
42549,21,18442,5,A
42549,14,28554,1,B
24511,52,29365,8,A
20182,5,42549,2,A
4425,25,20182,8,B
4425,32,24511,50,A
36962,2,42549,3,A
14005,2,3464,3,A
42549,6,3464,4,A
18442,1,24511,46,A
18442,1,42703,1,A
42760,6,42549,18,A
3464,4,42549,21,A
7807,3,33833,4,B
20182,6,4425,25,A
42760,11,38660,5,A
24511,55,8659,5,B
24511,44,20182,5,A
24511,49,36962,3,A
42549,6,20182,8,Tie
519,2,42549,6,B
42549,18,42549,3,A
33833,4,42703,1,Tie
20182,6,42549,2,B
519,5,519,3,B
14005,2,20182,8,B
42760,6,20182,5,B
20182,4,42703,6,B
28554,1,38660,5,B
42549,18,20182,4,A
24511,52,36962,1,B
42549,16,42549,3,A
42549,19,7807,6,B
42703,6,38038,2,B
36962,4,24511,49,A
519,2,4425,25,A
38660,5,24511,25,A
42549,20,14005,2,B
42760,6,20182,6,B
8659,5,38660,5,A
8659,5,29365,5,A
42549,19,20182,12,A
36962,2,18442,2,B
24511,49,24511,54,B
18442,1,36962,3,A
519,5,42549,6,B
42760,11,18442,2,B
14005,2,42703,1,B
36962,1,42549,4,B
34769,6,36962,2,B
42549,20,42549,19,Tie
20182,12,3464,1,A
36962,4,20182,12,B
24511,49,24511,51,A
42549,7,20182,6,B
7807,3,24511,39,B
24511,46,24511,49,B
24511,55,28554,1,A
42549,4,8659,5,B
36962,4,42549,20,A
24511,51,3464,1,A
18442,1,42549,24,B
519,1,42549,2,B
42703,6,3464,4,B
28554,1,42549,4,Tie
34769,6,42549,16,B
18442,2,519,5,A
36962,3,7807,6,Tie
18442,1,42549,20,A
7807,6,34769,6,B
36962,3,24511,52,B
42549,2,42549,21,A
18442,2,42549,18,A
29365,5,42549,7,A
36962,2,42549,18,A
38038,1,42549,19,A
42549,20,24511,39,Tie
42760,6,42549,1,A
18442,2,42549,7,A
42549,2,18442,5,A
20182,12,36962,1,A
38038,1,42703,1,B
7807,3,38038,2,A
3464,4,4425,32,B
42549,24,33833,4,A
24511,46,42549,14,B
42549,2,38038,2,B
42549,4,42549,16,A
38660,5,42549,1,A
24511,44,519,5,Tie
42549,20,24511,46,Tie
20182,6,3464,4,B
36962,1,3464,1,A
36962,3,24511,55,Tie
20182,6,42703,6,Tie
38038,1,33833,4,B
24511,39,24511,51,A
18442,1,36962,4,Tie
24511,44,18442,2,B
42549,4,18442,2,B
36962,4,24511,46,A
38038,1,14005,2,A
4425,32,20182,8,B
42549,24,38038,2,A
42549,14,36962,1,A
3464,3,42549,14,Tie
24511,54,8659,5,Tie
38038,1,24511,39,A
24511,25,519,2,A
519,3,4425,32,A
24511,49,20182,12,A
42549,7,42549,1,A
28554,1,24511,44,A
36962,1,28554,1,A
33833,4,24511,39,B
36962,4,42549,19,A
33833,4,24511,50,Tie
24511,25,42549,3,Tie
42549,1,42549,6,A
14005,2,36962,3,B
36962,1,8659,5,B
42549,20,42703,1,A
38660,5,42549,3,A
36962,4,20182,8,Tie
18442,2,20182,5,A
7807,3,3464,3,Tie
42549,7,4425,25,B
24511,39,42549,14,B
34769,6,28554,1,B
20182,5,4425,25,B
28554,1,42549,16,A
18442,1,42549,19,B
42549,14,8659,5,Tie
3464,3,24511,39,Tie
24511,44,519,1,B
20182,12,24511,51,Tie
14005,2,18442,5,A
42549,24,42549,20,A
4425,25,38038,2,A
24511,46,36962,1,A
34769,6,38660,5,A
38038,1,7807,3,Tie
42549,20,36962,3,B
42549,24,14005,2,A
38038,1,24511,46,A
7807,6,42549,4,B
42760,11,42760,6,B
42703,6,20182,8,B
36962,3,3464,1,A
34769,6,42549,3,Tie
24511,44,519,2,A
42549,16,38660,5,A
42549,4,24511,25,B
24511,46,24511,55,B
24511,25,42549,7,A
42549,18,20182,6,B
20182,5,42549,1,A
3464,1,28554,1,Tie
24511,55,42549,4,A
42549,18,519,2,A
38660,5,519,1,A
42549,21,38038,2,Tie
42703,6,24511,50,Tie
18442,2,42549,3,A
42549,2,519,3,B
36962,4,24511,39,B
14005,2,42549,19,B
24511,51,7807,6,A
519,2,20182,4,B
29365,8,42760,6,B
36962,1,42760,11,A
20182,12,7807,6,B
18442,2,519,2,B
519,2,42549,21,B
42549,21,20182,8,A
20182,4,42549,6,B
18442,1,38038,2,A
34769,6,18442,2,A
519,5,20182,5,B
14005,2,24511,39,Tie
20182,5,42549,21,A
42549,4,38660,5,A
42703,1,7807,6,B
3464,3,7807,6,A
519,2,20182,5,A
18442,2,519,1,A
42549,19,24511,52,B
519,5,42549,21,B
4425,32,38038,2,B
18442,2,42549,1,A
20182,4,3464,4,B
38038,1,20182,8,B
42549,2,4425,32,A
29365,5,42549,18,A
20182,5,3464,4,B
21425,3,26055,2,A
12726,4,2826,5,B
26049,2,24320,2,A
36555,3,38036,1,Tie
21425,3,25565,1,A
18302,2,36302,2,B
25565,1,19459,4,A
9719,2,14993,5,B
14993,5,6053,3,A
36409,5,36977,2,Tie
15836,2,41851,1,B
36409,5,19459,4,A
17770,3,38036,1,Tie
4054,1,12726,5,A
24492,1,5119,2,A
4054,1,26055,7,B
36409,5,12726,3,A
39328,3,33239,20,A
16557,21,34626,10,B
17770,1,19998,19,B
18302,2,36409,5,A
21023,1,18302,2,B
32367,3,36409,5,A
2826,5,18422,30,A
33283,5,2826,5,A
17770,3,13291,2,A
2826,5,15331,5,Tie
27628,3,21425,3,A
34626,10,37268,2,A
34626,10,25692,1,Tie
33283,3,12726,4,Tie
31115,6,30099,4,A
24492,1,38646,4,A
5119,2,37492,5,A
33283,2,35617,41,B
19573,1,22444,7,B
26049,2,24492,1,A
24320,2,14993,5,B
370,26,36409,5,B
43692,1,21719,11,A
4054,2,35617,41,A
27623,6,38036,1,B
1817,4,25565,1,B
24320,4,25565,1,A
18422,30,19798,2,A
19798,2,24492,1,A
30099,4,37268,1,A
18997,5,19573,1,A
35617,41,15331,5,B
33239,20,42491,3,B
34626,10,3425,2,A
34626,10,30099,4,A
37492,5,33239,20,B
31115,6,8154,2,A
15836,2,3425,2,B
27628,3,42491,3,A
35617,41,31115,6,A
39328,3,37492,5,A
35617,41,19459,1,A
36957,1,21023,1,A
8154,2,3425,2,B
17770,3,19459,1,A
37268,2,21023,1,B
8154,2,38646,4,A
33283,6,42491,3,A
30099,4,36957,1,B
19798,2,14993,5,B
12726,5,35617,41,B
31115,6,26049,2,A
38646,4,36957,1,A
18997,5,22444,7,A
17770,3,26055,7,A
2826,5,26049,2,B
21023,1,42491,3,A
32367,3,22444,7,B
37268,2,37492,5,A
38646,4,18997,5,A
16557,21,14993,5,B
36957,1,6053,3,A
26055,7,38036,1,A
43692,1,42491,3,A
23946,4,24320,4,A
12726,5,18422,30,Tie
22444,7,24320,4,B
24320,4,26055,2,A
33283,6,370,26,B
25692,1,43692,1,B
39328,3,19573,1,A
31115,6,18422,30,B
23397,6,24320,4,A
12726,4,12726,6,A
19998,19,19459,1,A
37492,5,18302,2,B
33283,2,13291,2,B
23946,4,25565,1,Tie
18302,2,1817,4,B
25565,1,36555,3,B
38646,4,21023,1,Tie
25692,1,33283,6,A
18422,30,3425,2,A
8154,2,6053,3,A
25565,1,26055,7,A
16557,21,8154,2,B
15836,2,18422,30,B
2826,5,42370,2,B
21719,11,18302,2,B
6053,3,37492,5,B
34626,10,36957,1,Tie
42370,2,16557,21,B
36302,2,21425,3,B
16557,20,3425,2,B
370,26,36302,2,Tie
4054,2,42370,2,A
41851,1,5119,2,Tie
38646,4,43692,1,A
34626,10,38646,4,A
33283,2,17770,1,Tie
33283,2,17770,3,A
18997,5,43692,1,A
5119,2,6053,3,B
5119,2,36957,1,A
27628,3,36977,2,A
21425,3,36409,5,B
17770,3,12726,5,A
12726,6,19459,1,B
19459,1,15836,2,A
19998,19,18422,30,A
3425,2,38646,4,A
36409,5,17155,2,A
36957,1,39328,3,A
37268,1,21023,1,B
42491,3,23397,6,B
41851,1,37268,1,A
37492,5,27628,3,A
5119,2,37268,1,A
370,26,21425,3,A
16557,21,9719,2,B
18997,5,27628,3,A
23397,6,27623,6,A
42370,2,18422,30,B
21023,1,43692,1,A
36957,1,33283,6,Tie
15331,5,18422,30,B
37268,1,18997,5,A
21023,1,19573,1,A
18422,30,41851,1,Tie
36302,2,36409,5,A
26049,2,41851,1,B
42370,2,16557,20,B
36409,5,24320,4,A
25692,1,33239,20,A
14993,5,24492,1,Tie
23946,4,36555,3,A
37268,2,25692,1,Tie
33283,6,37492,5,A
15836,2,8154,2,B
33283,5,17770,1,A
33283,5,17770,3,B
36977,2,17155,2,A
37268,1,25692,1,A
16557,21,18422,30,A
2826,5,16557,20,A
37268,2,43692,1,B
33283,2,26055,7,A
33283,6,36302,2,Tie
18422,30,9719,2,Tie
28667,2,25565,1,B
35617,41,16557,21,A
36555,3,26055,7,B
21425,3,17155,2,B
16557,21,24320,2,A
33283,5,38036,1,A
12726,4,12726,5,A
23946,4,36977,2,A
20726,10,33239,20,A
8154,2,41851,1,B
37268,1,33283,6,A
21425,3,5281,2,B
18422,30,34626,10,B
37492,5,22444,7,B
26055,2,13291,2,A
19998,19,16557,21,A
2826,5,15836,2,A
35617,41,15836,2,B
36555,3,26055,2,A
5119,2,39328,3,B
24320,2,19798,2,B
42491,3,21425,3,B
33283,2,12726,5,B
24320,2,3425,2,B
42370,2,15331,5,B
33283,2,15331,5,A
33283,5,12726,4,B
28667,2,26055,2,A
27628,3,28667,2,B
4054,2,26055,7,Tie
17770,1,16557,21,Tie
18997,5,36302,2,B
12726,3,26055,7,A
42370,2,15836,2,A
30099,4,38646,4,B
18422,30,24492,1,B
23397,6,19459,4,B
33283,5,35617,41,B
1817,4,19459,4,A
4054,1,19998,19,A
35617,41,24320,2,B
5281,2,38036,1,B
17770,1,18422,30,B
33283,2,2826,5,B
15836,2,19798,2,B
9719,2,30099,4,A
36409,5,26055,2,A
3425,2,36957,1,B
14993,5,41851,1,B
32367,3,21425,3,B
19573,1,23946,4,B
17770,3,12726,4,A
15836,2,26049,2,B
18997,5,18302,2,A
21425,3,36977,2,B
12726,6,13291,2,A
28667,2,17155,2,Tie
33283,3,35617,41,A
34626,10,5119,2,B
19459,4,36555,3,B
16557,20,9719,2,B
27628,3,370,26,A
19459,4,12726,3,A
26055,2,38036,1,A
26049,2,9719,2,Tie
6053,3,21023,1,B
30099,4,5119,2,Tie
25692,1,18997,5,Tie
19573,1,18302,2,B
19798,2,37268,1,Tie
33283,3,38036,1,A
24492,1,37268,2,A
14993,5,36957,1,B
16557,20,18422,30,A
18302,2,23397,6,B
34626,10,24492,1,Tie
19459,1,31115,6,A
26049,2,14993,5,B
37268,2,39328,3,B
17770,1,42370,2,B
33283,6,22444,7,Tie
42370,2,9719,2,B
5119,2,21719,11,A
17155,2,26055,7,B
17770,1,35617,41,B
21425,3,23397,6,A
27623,6,25565,1,B
31115,6,14993,5,B
17155,2,38036,1,A
33283,5,13291,2,A
2826,5,16557,21,A
18997,5,33239,20,B
20726,10,18997,5,Tie
27623,6,12726,3,B
27628,3,23397,6,A
17770,1,15836,2,A
19459,1,24320,2,A
16557,20,34626,10,A
18422,30,8154,2,A
16557,21,19798,2,A
370,26,18302,2,A
19998,19,26049,2,A
16557,20,24492,1,B
28667,2,24320,4,A
12726,5,16557,20,A
42491,3,18302,2,Tie
39328,3,27628,3,B
17770,3,42370,2,A
33283,3,2826,5,Tie
2826,5,19459,1,A
19459,1,18422,30,B
12726,5,19459,1,Tie
27628,3,36302,2,B
23397,6,5281,2,Tie
4054,2,12726,6,B
36409,5,5281,2,A
42370,2,19998,19,B
12726,6,15331,5,B
20726,10,21719,11,A
19459,1,16557,20,B
21719,11,32367,3,A
23397,6,17155,2,A
21425,3,1817,4,B
21023,1,37492,5,A
19798,2,36957,1,B
33283,6,21023,1,B
12726,6,42370,2,B
18997,5,42491,3,A
38646,4,33283,6,A
24320,4,27623,6,A
36409,5,27623,6,A
32367,3,1817,4,B
27623,6,26055,7,B
12726,3,13291,2,Tie
21023,1,370,26,A
6053,3,39328,3,Tie
33283,5,33283,2,A
3425,2,6053,3,Tie
33283,5,19998,19,Tie
38646,4,20726,10,Tie
25692,1,21023,1,B
23946,4,12726,3,A
15836,2,34626,10,A
20726,10,6053,3,B
32367,3,18302,2,B
12726,6,12726,5,A
24320,2,9719,2,B
28667,2,12726,3,A
16557,21,24492,1,Tie
21719,11,33239,20,A
23397,6,36555,3,A
19998,19,24320,2,Tie
33283,3,4054,1,A
14993,5,37268,2,A
41851,1,38646,4,B
31115,6,24320,2,A
33283,2,33283,3,B
36957,1,21719,11,B
24320,4,36555,3,B
23946,4,36409,5,B
19798,2,20726,10,A
36409,5,36555,3,A
23946,4,23397,6,A
22444,7,36409,5,A
38646,4,25692,1,A
41851,1,25692,1,A
4054,2,12726,5,Tie
4054,1,2826,5,B
19459,1,26049,2,B
3425,2,25692,1,Tie
24320,2,24492,1,B
20726,10,37268,2,Tie
2826,5,31115,6,Tie
39328,3,22444,7,Tie
19459,4,26055,7,B
8154,2,30099,4,A
15331,5,26049,2,B
19798,2,25692,1,A
20726,10,37492,5,B
38646,4,6053,3,A
21425,3,28667,2,B
36977,2,27623,6,B
36957,1,18997,5,A
34626,10,6053,3,A
27623,6,13291,2,B
15331,5,16557,21,B
42491,3,36409,5,A
24320,4,12726,3,B
1817,4,24320,4,A
16557,20,19798,2,Tie
19798,2,5119,2,Tie
17770,3,35617,41,A
38646,4,37268,1,Tie
5119,2,43692,1,A
3425,2,30099,4,A
20726,10,39328,3,A
24320,2,41851,1,A
33283,5,33283,3,A
17770,3,15331,5,B
12726,4,38036,1,A
4054,1,17770,3,A
2826,5,24320,2,B
12726,5,24320,2,B
36977,2,24320,4,A
32367,3,23397,6,B
42491,3,23946,4,A
15331,5,31115,6,A
22444,7,18302,2,Tie
25565,1,13291,2,A
370,26,1817,4,B
2826,5,19998,19,Tie
4054,2,33283,3,B
31115,6,9719,2,A
23397,6,36409,5,A
25565,1,38036,1,A
37268,1,33239,20,A
42491,3,370,26,B
33283,2,19459,1,A
8154,2,19798,2,B
21425,3,12726,3,B
24492,1,6053,3,A
14993,5,25692,1,A
23397,6,26055,2,A
5281,2,12726,3,A
28667,2,36555,3,A
27628,3,36409,5,Tie
21425,3,19459,4,A
19798,2,41851,1,B
12726,6,35617,41,A
17770,1,2826,5,B
42370,2,24320,2,B
19798,2,37268,2,A
26049,2,18422,30,Tie
16557,20,24320,2,B
32367,3,36302,2,B
15331,5,19998,19,Tie
5119,2,38646,4,B
8154,2,36957,1,A
5119,2,18997,5,A
24320,4,17155,2,A
43692,1,33239,20,A
19459,1,9719,2,B
25565,1,17155,2,A
32367,3,19573,1,B
37268,1,37492,5,B
27623,6,26055,2,A
24320,2,34626,10,A
13291,2,38036,1,B
3425,2,37268,1,Tie
43692,1,19573,1,B
18302,2,23946,4,A
28667,2,19459,4,A
42491,3,1817,4,B
43692,1,22444,7,B
17770,1,9719,2,A
27628,3,1817,4,A
15331,5,24320,2,A
19998,19,16557,20,Tie
12726,4,19998,19,B
8154,2,37268,1,A
20726,10,43692,1,B
6053,3,25692,1,B
37268,2,33283,6,Tie
6053,3,18997,5,A
33283,3,15331,5,B
12726,5,26049,2,B
21719,11,27628,3,Tie
31115,6,41851,1,A
16557,20,41851,1,B
22444,7,1817,4,A
21719,11,22444,7,B
12726,4,35617,41,Tie
33283,3,19459,1,A
18302,2,36977,2,B
16557,20,30099,4,B
17770,1,24320,2,B
23946,4,17155,2,Tie
36957,1,25692,1,Tie
25692,1,39328,3,B
21425,3,24320,4,A
12726,4,17770,1,B
19573,1,23397,6,B
15331,5,9719,2,A
43692,1,36302,2,B
42370,2,35617,41,B
15836,2,14993,5,Tie
30099,4,25692,1,A
19798,2,3425,2,A
18302,2,21425,3,B
